Model,Train MSE,Test MSE,Train MAE,Test MAE,Train RMSE,Test RMSE,Train MAPE,Test MAPE,Train/Test Size,Params
lightgbm,1.872537752466607,7.070316125420263,0.5232669510471837,0.9629499509709476,1.3684070127219485,2.659006604997487,0.07029299527192519,0.11164610166974048,2373/1017,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 7, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': None, 'num_leaves': 50, 'objective': None, 'random_state': None, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0}"
