Value Bets,Value Players,ratio_bets_players
125218.09999999999,7782,1609.0735029555383
149828.05,9723,1540.9652370667488
107672.04,4593,2344.263879817113
164472.05,11068,1486.014185037947
142380.53,8715,1633.7410212277682
99686.29,5248,1899.5100990853657
90590.69,5511,1643.8158228996554
164856.24,10527,1566.032487888287
71595.38,3414,2097.111306385472
156228.5,9292,1681.3226431338787
96197.6,5968,1611.8900804289544
159054.9,12402,1282.4939525882921
53659.2,3416,1570.8196721311474
217570.69,12003,1812.6359243522454
123252.09999999999,8225,1498.5057750759877
236980.34,10947,2164.7971133643923
94748.43,5063,1871.3890973730986
87067.35,4785,1819.5893416927902
115726.87,5843,1980.607051172343
96751.92,5802,1667.5615305067217
70003.57,4978,1406.2589393330657
124058.73,5350,2318.85476635514
207740.2,15477,1342.2510822510824
78441.5,4662,1682.5718575718574
62234.0,2769,2247.52618273745
168820.09999999998,10201,1654.936770904813
139440.04,9229,1510.8900205872792
51664.41,3399,1519.9885260370697
129414.59,5699,2270.829794700825
215307.1,11916,1806.8739509902653
228914.1,11151,2052.8571428571427
265244.19999999995,13175,2013.238709677419
147367.97,9083,1622.4592095122755
93045.1,5544,1678.3026695526696
186913.14,11254,1660.8596054736092
155694.58,10632,1464.3959744168546
93154.19,4382,2125.837288909174
181808.4,11142,1631.739364566505
166732.94,11524,1446.832176327664
168794.7,13028,1295.630181148296
50917.799999999996,3567,1427.4684608915054
75933.42,3757,2021.1184455682726
210542.76,10050,2094.9528358208954
104845.0,7509,1396.2578239445997
200872.59,10713,1875.0358443013163
145484.38,6521,2231.013341512038
80263.90000000001,4003,2005.0936797401948
92272.29999999999,5260,1754.2262357414447
221797.40000000002,10195,2175.550760176557
118427.94,5596,2116.296283059328
109620.04,7450,1471.409932885906
105387.29999999999,8025,1313.23738317757
81958.65,3759,2180.3312051077414
119436.0,10036,1190.075727381427
103420.66,6029,1715.3866312821365
111458.81,6201,1797.4328334139657
150144.82,6607,2272.5112759194794
245565.0,11242,2184.3533179149617
223210.7,13574,1644.3988507440697
161918.17,8433,1920.0541918652914
95376.6,6847,1392.9691835840515
72162.39,3729,1935.167337087691
99809.40000000001,4460,2237.878923766816
95176.73,5470,1739.9767824497258
87679.3,5866,1494.7033753835663
76116.82,4845,1571.0385964912282
114611.41,5726,2001.5964023751308
127715.0,7683,1662.306390732787
130983.23,8789,1490.3086813061782
213707.1,9455,2260.2548915917505
153907.66,9942,1548.0553208609938
139978.4,9251,1513.116419846503
243393.57,12178,1998.633355230744
149030.8,9839,1514.694582782803
146681.25,9349,1568.9512247299176
97358.09999999999,4542,2143.5072655217964
114466.4,7382,1550.615009482525
123745.9,6217,1990.4439440244491
145838.6,10251,1422.6768120183397
153625.8,8497,1808.000470754384
121752.12,6871,1771.9708921554356
167734.0,9614,1744.6848346161846
122581.20000000001,8501,1441.9621221032821
144730.12,8937,1619.4485845361978
118653.3,7559,1569.695726948009
142015.9,9384,1513.3834185848252
195659.28,11497,1701.8289988692704
201178.4,14575,1380.297770154374
116684.0,8616,1354.2711234911792
256349.90000000002,15138,1693.419870524508
195024.59999999998,11635,1676.1890846583583
138146.7,9107,1516.9287361370375
146597.33,9051,1619.6810297204727
174063.9,9580,1816.9509394572024
148036.0,9317,1588.8805409466568
79176.0,5784,1368.8796680497924
91301.43,4456,2048.9548922800714
127762.6,8291,1540.979375226149
202103.91,11691,1728.7136258660507
270203.6,15823,1707.6635277760222
124786.41,6593,1892.7106021537995
82875.7,6154,1346.6964575885604
130235.04,9535,1365.8630309386472
137163.79,6455,2124.923160340821
192823.14,11408,1690.2449158485276
134001.3,9313,1438.8628798453774
88907.71,4670,1903.8053533190582
221356.1,14083,1571.796492224668
58890.8,3187,1847.84436774396
134409.8,6872,1955.905122235157
110199.63,5359,2056.346893077067
92096.7,6176,1491.2030440414508
140491.4,8456,1661.4403973509934
69255.1,4966,1394.5851792186872
118463.27,6722,1762.3217792323715
185209.5,8558,2164.1680299135314
131047.42,6558,1998.283318084782
121149.48,5740,2110.6181184668985
106880.2,5766,1853.6281651057927
207387.3,11495,1804.152240104393
111400.0,8409,1324.771078606255
107939.34,5841,1847.9599383667178
213538.49,11274,1894.0792087990064
183851.8,14684,1252.0552982838462
113436.09,6691,1695.3533104169778
166480.6,11139,1494.5740192117785
292741.5,14078,2079.4253445091636
209152.06,9316,2245.0843709746673
160986.5,9887,1628.2643875796502
96927.76,7192,1347.7163515016684
198506.19999999998,16182,1226.7099246075884
112339.1,5621,1998.560754314179
131494.03,6849,1919.9011534530587
113975.9,6314,1805.1298701298701
226987.09999999998,11942,1900.7461061798695
209005.62,12450,1678.7600000000002
94787.31,5593,1694.7489719291973
240213.26,12955,1854.2127363952143
196281.59,9179,2138.3766205469005
133529.0,7492,1782.2877736252003
64172.399999999994,4153,1545.2058752708886
75415.7,6026,1251.5051443743776
115833.42,6056,1912.7050858652576
187459.59999999998,10092,1857.5069361870785
124358.4,8189,1518.603004029796
135816.47,8001,1697.493688288964
188925.16,9651,1957.5708216765104
103951.28,5659,1836.9195971019615
168402.09999999998,12492,1348.079570925392
66321.42,3535,1876.1363507779351
169533.6,10479,1617.841397079874
78538.97,4009,1959.0663507109007
101018.41,6009,1681.118488933267
187243.1,12108,1546.441195903535
161423.17,10808,1493.552646188009
80749.2,3960,2039.121212121212
151912.3,11631,1306.0983578368155
197062.90000000002,13601,1448.8853760752886
81708.59999999999,5643,1447.9638490164805
138717.48,8272,1676.9521276595747
214545.19,12673,1692.9313501144165
122183.0,7999,1527.4784348043506
142278.23,9755,1458.5159405433112
188193.56,10185,1847.7521845851743
104447.8,7672,1361.4155370177268
91940.67,4065,2261.7630996309963
143397.19,7258,1975.7121796638191
132795.5,9054,1466.7053236138725
122346.07,5492,2227.7143117261476
101813.13,5343,1905.542391914655
109981.4,6571,1673.739156901537
174818.56,9866,1771.9294546928847
163537.0,13548,1207.0932979037495
88120.23,4974,1771.6170084439082
123337.27,6773,1821.0138786357597
126443.26,6404,1974.4419113054341
99373.47,5686,1747.686774533943
125650.0,8566,1466.8456689236516
110483.4,8284,1333.696281989377
179428.47,11631,1542.6744905855041
213095.91,8789,2424.5751507566274
92967.4,7397,1256.8257401649316
85043.09999999999,5112,1663.5974178403753
72628.1,3629,2001.325434003858
92832.29999999999,6864,1352.4519230769229
75821.3,5561,1363.447221722712
100259.2,5762,1740.006942034016
166216.52,9175,1811.624196185286
86388.5,5845,1477.989734816082
159398.72,10016,1591.44089456869
190834.5,9584,1991.178005008347
112353.6,6417,1750.8742402992052
121354.89,8303,1461.5788269300253
136294.77,9649,1412.5274121670639
131494.4,9467,1388.9764444913912
150423.2,11494,1308.7106316338961
242254.0,11891,2037.2887057438397
219999.2,11797,1864.8741205391204
64907.0,3545,1830.9449929478137
151828.06,9771,1553.8640876061816
110179.5,5309,2075.334337916745
190145.09999999998,13549,1403.3884419514354
96530.09,6177,1562.734175165938
112706.90000000001,7098,1587.8684136376446
179883.5,8877,2026.3996845781232
93298.2,5054,1846.0269093787097
85908.92,5717,1502.692321147455
210103.08,11618,1808.4272680323636
189400.2,12914,1466.626916524702
136004.3,6486,2096.8902251002155
82734.40000000001,6435,1285.693861693862
149494.37,8492,1760.4141544983513
141990.30000000002,7987,1777.7676223863782
103441.8,6270,1649.7894736842106
73587.1,4424,1663.361211573237
121509.96,7312,1661.7882932166303
141877.63,6602,2149.0098455013635
88460.0,5934,1490.731378496798
102868.96,6476,1588.464484249537
165121.43,9215,1791.8766142159523
103147.63,5811,1775.0409568060577
123197.21,8351,1475.2390132918213
138562.32,8842,1567.0925130061073
131584.75,8101,1624.3025552400936
131831.9,8574,1537.5775600653137
239263.4,12136,1971.5177982860907
108232.93,5268,2054.5354973424446
117927.5,7611,1549.4350282485875
109299.40000000001,5356,2040.6908140403289
47768.7,2535,1884.3668639053253
146226.4,10175,1437.1144963144961
82820.5,5229,1583.8688085676038
110517.70000000001,7382,1497.124085613655
98628.21,5105,1931.9923604309502
112672.4,7202,1564.4598722577061
109504.9,8264,1325.0834946757018
141796.6,11095,1278.022532672375
228558.84,12725,1796.1401964636543
152260.8,8275,1840.009667673716
189235.94,11182,1692.3264174566266
102316.97,5853,1748.1115667179224
73941.02,5294,1396.694748772195
97419.1,5283,1844.010978610638
193618.5,11163,1734.4665412523516
161806.1,9559,1692.7094884402134
111736.15,6594,1694.5124355474672
103662.29999999999,6133,1690.2380564161097
129044.0,9358,1378.9698653558453
119999.42,6487,1849.844612301526
67141.0,2882,2329.6668979875085
147347.3,13538,1088.3978431082876
88952.5,5636,1578.291341376863
132153.2,7579,1743.6759466948147
134715.39,7258,1856.0952052907141
141046.59,7409,1903.7196652719665
72528.7,5302,1367.9498302527347
131196.2,8050,1629.7664596273294
198428.6,14936,1328.5257096946975
216583.0,8925,2426.7002801120448
79939.4,5691,1404.663503777895
103639.40000000001,4957,2090.768610046399
81562.8,4817,1693.2281503010174
164856.27,10586,1557.3046476478366
281607.47,11813,2383.877677135359
121231.02,8249,1469.6450478845923
95661.1,5571,1717.1261891940408
156776.6,10487,1494.961380757128
126077.66,6820,1848.6460410557186
164911.52,10979,1502.0632115857545
289071.3,17113,1689.191258107871
147892.72,9676,1528.4489458453907
74036.13,5489,1348.8090726908363
117792.4,6179,1906.334358310406
136986.7,8140,1682.8832923832927
108190.45,5569,1942.726701382654
150567.6,11958,1259.136979427998
207918.83,11866,1752.2234114276082
131258.88,8264,1588.321393998064
97899.79999999999,5503,1779.025985825913
190589.59999999998,10385,1835.2392874337986
116916.5,8023,1457.266608500561
61434.7,4461,1377.1508630351939
141934.7,9854,1440.3764968540695
200867.52,11772,1706.316004077472
117217.2,6088,1925.3810775295663
109329.78,3879,2818.5042536736273
196436.69999999998,11284,1740.8427862460119
130513.38,5937,2198.305204648813
174203.9,10342,1684.431444594856
175199.3,10498,1668.8826443132023
124079.59,5424,2287.6030604719763
147435.71,8949,1647.5104480947589
153669.23,8834,1739.5203758206928
134653.27,6779,1986.3293996164625
120346.41,7427,1620.3906018580856
84860.96,4382,1936.5805568233686
141436.13,5894,2399.662877502545
106136.12,5130,2068.9302144249514
61678.93,4040,1526.7061881188117
211153.55,11877,1777.8357329291907
154036.7,10215,1507.9461576113558
198923.2,15082,1318.9444370773108
101111.05,7371,1371.7412834079503
73309.1,4065,1803.4218942189423
97796.19,5513,1773.9196444766915
96928.48,4469,2168.9075855896176
203047.32,12678,1601.572172266919
121671.45,6724,1809.5099643069602
113185.02,7831,1445.3456774358322
89561.97,4723,1896.2940927376667
90342.01,4610,1959.6965292841649
96604.7,6661,1450.3032577691038
94169.1,6753,1394.4780097734342
166199.56,8321,1997.3507991827905
201089.59999999998,11277,1783.1834707812359
105079.2,7034,1493.8754620415127
98865.35,5869,1684.5348440960984
168300.5,11961,1407.0771674609146
209878.92,13027,1611.1070852844093
93773.17,5502,1704.3469647400943
121058.81,8567,1413.0828761526789
178165.7,9456,1884.1550338409477
165886.8,8911,1861.595780496016
68384.21,3594,1902.732609905398
133209.48,7580,1757.3810026385224
95270.7,6864,1387.9763986013986
196889.8,12789,1539.5245914457735
214347.58,10004,2142.618752499
88363.65,2958,2987.2768762677483
179643.1,13271,1353.6515710948686
122664.7,7038,1742.8914464336458
223362.04,11384,1962.0699226985246
97005.40000000001,4393,2208.1811973594354
105412.11,5772,1826.2666320166322
97796.92,4897,1997.0782111496835
49247.1,2962,1662.6299797434165
170884.5,9475,1803.5303430079157
97996.0,6419,1526.6552422495715
75927.73,4744,1600.50021079258
114061.41,8215,1388.4529519172247
119287.85,6572,1815.0920572124164
175300.72,10871,1612.553766902769
58146.7,3120,1863.6762820512822
150107.90000000002,10337,1452.1418206442877
155239.83,9739,1594.0017455590923
98333.78,7100,1384.9828169014086
84272.02,6102,1381.0557194362505
194357.90000000002,13749,1413.6148083496985
86246.58,5049,1708.1913250148546
97228.2,4806,2023.0586766541824
107930.83,5927,1821.0026995107135
102551.54,7177,1428.8914588268078
97254.40000000001,5525,1760.2606334841632
132545.5,6975,1900.2939068100357
141109.4,9070,1555.7816979051818
98391.31,7053,1395.0277895930808
117102.29999999999,9069,1291.2371816076745
139034.4,7440,1868.741935483871
74277.5,2718,2732.7998528329654
88017.90000000001,5756,1529.1504517025714
164356.92,9250,1776.8315675675676
95659.56,5994,1595.921921921922
53120.5,3382,1570.6830277942047
115799.5,9310,1243.8184747583243
177385.2,13849,1280.8520470792116
96008.71,7004,1370.7697030268419
110786.37,4998,2216.614045618247
132122.35,9788,1349.840110339191
124087.70000000001,7652,1621.637480397282
120340.2,8052,1494.5380029806258
99472.0,6337,1569.7017516174847
57715.74,2705,2133.6687615526803
186538.84,11883,1569.7958428006395
208024.59,12296,1691.8070104098895
115828.23,6799,1703.60685394911
94163.25,6631,1420.0459960790229
108625.59999999999,7723,1406.5207820795029
165799.39,10012,1656.0066919696364
86246.6,6180,1395.5760517799354
155799.6,8190,1902.3150183150183
138147.19,7844,1761.1829423763386
82713.4,4211,1964.222274994063
236632.7,12320,1920.7199675324678
120961.6,8344,1449.6836049856186
56659.6,2886,1963.2571032571032
72428.8,5325,1360.1652582159625
215976.29,11583,1864.597168263835
88446.6,6031,1466.5329132813797
114823.09999999999,5307,2163.615978895798
97772.71,5933,1647.9472442272038
118802.68,5251,2262.477242430013
82433.5,6832,1206.5793325526934
94510.9,6255,1510.9656274980016
108343.70000000001,7310,1482.1299589603286
195484.4,11871,1646.739112121978
175616.6,9601,1829.1490469742737
211903.30000000002,16531,1281.8540923114151
84812.6,4859,1745.4743774439187
114205.40000000001,9015,1266.8374930671105
124515.40000000001,7143,1743.1807363852722
87842.84,4220,2081.583886255924
125605.5,8688,1445.735497237569
124181.20000000001,6569,1890.4125437661746
243447.36,13323,1827.2713352848455
178261.51,10172,1752.4725717656313
93175.96,3553,2622.4587672389534
182020.38,9967,1826.2303601886224
123951.5,6627,1870.401388260148
85039.2,4860,1749.7777777777778
172712.7,9070,1904.2194046306506
71260.77,4470,1594.2006711409397
130953.51,6964,1880.4352383687537
110759.63,5637,1964.8683697001952
131059.5,7245,1808.9648033126296
93254.44,5916,1576.3089925625422
206748.0,11197,1846.458872912387
80794.2,5874,1375.4545454545455
96514.5,6679,1445.0441682886658
157702.09999999998,9580,1646.1597077244257
183222.67,9661,1896.5186833661114
141938.36,9796,1448.9420171498568
75818.01,4753,1595.161161371765
169263.52,9266,1826.7161666306927
103741.57,7274,1426.1970030244709
137484.96,7497,1833.8663465386155
136395.6,7923,1721.5145778114352
139450.04,6120,2278.5954248366015
191203.9,13334,1433.957552122394
102117.90000000001,5082,2009.4037780401418
209075.06,11570,1807.0445980985305
70777.1,4196,1686.7755004766443
155491.96,9648,1611.6496683250414
93928.09999999999,5899,1592.2715714527885
112030.04,5756,1946.3175816539263
89759.1,5847,1535.1308363263213
74468.4,5371,1386.490411469
105745.7,7605,1390.4760026298488
157937.02,9041,1746.8976883088153
118014.48,4674,2524.913992297818
115185.0,6953,1656.6230404142098
193426.1,14524,1331.7687964748004
236621.51,13182,1795.0349719314218
95004.79999999999,7546,1259.008746355685
116072.90000000001,5337,2174.8716507401164
133909.59999999998,8240,1625.1165048543687
86945.47,5576,1559.2803084648494
119397.09999999999,8268,1444.086840832124
146381.7,8820,1659.6564625850342
102360.40000000001,8402,1218.2861223518212
121375.5,6868,1767.2612114152591
113272.23,6353,1782.9722965528094
144332.19999999998,7887,1830.0012679092174
107820.59999999999,7945,1357.0874764002517
66478.68,4223,1574.205067487568
175672.34,11671,1505.203838574244
89698.11,6163,1455.4293363621612
105133.41,7361,1428.2490150794729
189546.93,10129,1871.329153914503
142553.16,8267,1724.363856296117
159164.2,8320,1913.0312500000002
144370.89,7753,1862.1293692764095
166090.09999999998,8530,1947.128956623681
109696.76,6557,1672.971785877688
111505.64,5650,1973.5511504424778
89342.99,4667,1914.3559031497753
93992.25,6006,1564.9725274725276
129758.09999999999,6631,1956.8405971949933
159917.69,8753,1827.0043413686735
86160.40000000001,7196,1197.3374096720402
85971.65,4365,1969.5681557846506
190918.23,10450,1826.9687081339714
81542.70000000001,5573,1463.174232908667
98250.86,5269,1864.6965268551905
87904.43,4616,1904.3420710571922
160471.95,10854,1478.4590934217802
99893.5,5221,1913.3020494158206
121500.7,7748,1568.1556530717603
142241.58,9929,1432.587168899184
180848.01,10510,1720.7232159847767
86934.7,6870,1265.425036390102
187723.23,8376,2241.2037965616046
121827.90000000001,6919,1760.7732331261743
59853.4,3758,1592.6929217668974
192233.36,10077,1907.6447355363698
88435.18,6600,1339.9269696969695
194429.54,10138,1917.8293549023476
132007.59,6166,2140.895069737269
217180.72,13293,1633.79763785451
203806.4,13372,1524.1280287167215
141775.12,9952,1424.5892282958198
131476.7,10062,1306.6656728284636
160562.2,7991,2009.2879489425607
134027.27,6465,2073.120959010054
181582.40000000002,10894,1666.811088672664
100310.0,5305,1890.8576814326107
148533.7,9294,1598.1676350333548
88447.2,5494,1609.8871496177646
110123.4,6814,1616.1344291165246
189901.36,12043,1576.8609150543882
140061.4,8391,1669.186032654034
109568.75,5890,1860.2504244482172
101195.01,6663,1518.7604682575416
100953.09999999999,5299,1905.134931119079
103979.79999999999,5027,2068.4264969166497
73257.06,3436,2132.044819557625
138405.58,8845,1564.7889202939512
111225.8,5927,1876.595242112367
91219.72,4827,1889.7808162419722
223464.19999999998,10295,2170.609033511413
71008.72,3406,2084.8126834997065
119181.8,6566,1815.1355467560159
225127.83,12048,1868.5908864541834
75343.1,5381,1400.1691135476678
229832.28,12605,1823.3421658072193
187763.1,11213,1674.5126192811917
228592.90000000002,12433,1838.5980857395643
125947.33,6456,1950.857032218092
183564.75,11859,1547.8940045535037
116665.33,6239,1869.9363680076935
176485.18,8454,2087.5938017506505
109430.22,5871,1863.9110884006134
155445.92,10630,1462.3322671683916
210539.67,9773,2154.2992939731917
101447.37,4662,2176.0482625482623
169859.3,10125,1677.6227160493825
178355.18,10875,1640.0476321839078
93448.0,4213,2218.0868739615476
196413.11,9636,2038.3261726857615
83297.62,4667,1784.8215127490892
98876.90000000001,8147,1213.660243034246
177317.05,10835,1636.5209967697276
77368.8,6079,1272.7224872511927
105804.3,6410,1650.613104524181
86938.83,4588,1894.917829119442
67922.2,5228,1299.2004590665647
129593.2,8187,1582.9143764504702
143988.14,7241,1988.511807761359
63603.100000000006,3538,1797.713397399661
113855.77,6875,1656.0839272727276
111068.75,6899,1609.9253515002174
167153.43,10705,1561.451938346567
125180.6,7246,1727.5821142699422
190807.59999999998,13270,1437.8869630746042
164390.2,8340,1971.1055155875301
232478.86,10681,2176.5645538807225
169316.42,9071,1866.5684048065264
115183.62,5914,1947.643219479202
112240.07,6708,1673.2270423375078
104293.4,7619,1368.8594303714399
110457.16,4175,2645.6804790419164
203226.17,12040,1687.9250000000002
133037.5,10037,1325.4707581946795
161276.96,7018,2298.0473069250497
136118.69,9274,1467.7452016389907
139174.48,6893,2019.0697809371827
170797.2,10584,1613.730158730159
153386.8,10712,1431.9156086631815
194152.27,9155,2120.7238667394863
61484.700000000004,2723,2257.976496511201
118174.2,8510,1388.6509988249118
240613.64,12808,1878.619925046846
210286.45,12762,1647.75466227864
117500.85,6574,1787.3570124733799
119851.96,6279,1908.7746456442108
195969.08,11936,1641.8321045576406
144763.89,9912,1460.4912227602908
252885.09999999998,12462,2029.2497191462044
201120.40000000002,12296,1635.6571242680548
139446.47,7899,1765.368654260033
88153.70000000001,5873,1500.9994891878089
122826.90000000001,9297,1321.1455308163925
183654.4,10319,1779.7693574958814
165721.11,9637,1719.6338072014112
100513.79,5678,1770.232300105671
100509.3,4051,2481.0984941989636
184532.90000000002,13362,1381.0275407873075
212210.55,10814,1962.3686887368226
132148.5,10178,1298.3739438003538
190124.71,11248,1690.2979196301565
131737.56,6966,1891.1507321274762
98555.8,5366,1836.671636228103
150383.19,7998,1880.2599399849964
128414.9,6431,1996.810760379412
140298.11,6252,2244.05166346769
118694.68,6272,1892.4534438775509
86425.08,4440,1946.5108108108109
169409.3,12405,1365.6533655783956
123664.2,7290,1696.3539094650205
139167.79,8514,1634.5758750293633
164704.04,6851,2404.0875784556997
102627.85,4920,2085.9319105691056
122274.17,5501,2222.762588620251
73733.68,5527,1334.063325493034
139266.3,9491,1467.3511747971763
102331.7,5629,1817.9374666903534
167768.69,10187,1646.8900559536664
125309.1,7804,1605.7034853921068
124951.69,7097,1760.6268845991262
137789.2,6679,2063.021410390777
202329.38,10608,1907.328242835596
171470.84,7830,2189.9213282247765
159771.8,9069,1761.735582754438
84644.92,6266,1350.8605170762846
95867.78,5356,1789.9137415982075
100192.8,5871,1706.5712825753708
132239.9,7413,1783.8918116821799
101078.67,4016,2516.899153386454
87103.49,5287,1647.503120862493
206292.3,10618,1942.8545865511396
162108.81,9213,1759.5659394334093
160955.41,9612,1674.52569704536
200940.9,12927,1554.4279415177534
114194.9,7280,1568.6112637362637
104002.2,6651,1563.7077131258457
109917.5,6712,1637.6266388557806
69156.72,4655,1485.6438238453275
52452.299999999996,3732,1405.474276527331
78586.05,5153,1525.054337279255
198183.9,9236,2145.7763100909483
58800.7,2314,2541.084701815039
190947.7,9257,2062.7384681862377
98331.20000000001,6606,1488.513472600666
66484.13,4429,1501.1092797471215
144974.67,9309,1557.3602964872705
205896.4,12983,1585.8923207271046
111876.24,5486,2039.3044112285818
102994.66,5745,1792.7704090513491
182362.06,10913,1671.0534225235956
147110.8,12724,1156.1678717384468
94130.7,6655,1414.435762584523
121073.79999999999,7485,1617.5524382097528
214590.0,9893,2169.109471343374
205721.4,15573,1321.0132922365633
111179.59999999999,7065,1573.66737438075
86142.29,5462,1577.1199194434273
191379.22,11466,1669.1018663875805
137280.8,7954,1725.934121196882
122303.2,6930,1764.8369408369408
193160.43,10232,1887.8071735731041
190221.5,10608,1793.1891025641025
238040.9,12167,1956.4469466589956
190587.6,11626,1639.3222088422501
94263.5,4795,1965.8706986444213
209424.8,9986,2097.184057680753
154510.0,9480,1629.8523206751056
116731.7,7723,1511.4812896542794
156439.1,8230,1900.8396111786149
157224.69999999998,8274,1900.2260091853998
132256.8,8014,1650.3219366109306
100149.64,6199,1615.577351185675
124487.29999999999,8274,1504.560067681895
97273.03,7116,1366.9621978639684
96776.65,4791,2019.9676476727195
215036.8,15545,1383.318108716629
138549.3,11312,1224.7993281471004
150732.76,10919,1380.4630460664898
146051.06,7683,1900.963946375114
103982.19,4877,2132.0932950584374
114666.03,7069,1622.0969019663319
147537.95,7345,2008.6855003403678
89177.1,6093,1463.5992122107336
105681.39,5450,1939.1080733944952
175693.43,7048,2492.812570942111
199672.59,10908,1830.515126512651
92435.1,7057,1309.8356242029192
196818.4,14948,1316.6871822317366
128423.36,6593,1947.8744122554226
51492.299999999996,2367,2175.424588086185
183070.71,11285,1622.248205582632
158497.90000000002,10612,1493.572370900867
162473.7,8823,1841.4790887453246
134381.39,6368,2110.260521356784
87600.63,4999,1752.363072614523
121350.0,8324,1457.8327727054302
159251.2,7219,2206.0008311400475
111409.5,5430,2051.740331491713
197366.1,11754,1679.139867279224
191784.84,10301,1861.8079798077858
121385.28,5620,2159.8804270462633
100605.71,5687,1769.04712502198
55085.8,2646,2081.851851851852
186320.3,12536,1486.2819081046584
74504.07,4728,1575.8052030456854
138777.0,9732,1425.9864364981504
102597.37,4854,2113.6664606510094
180922.29,7230,2502.3829875518672
135106.89,9311,1451.0459671356462
109867.97,4986,2203.529281989571
76467.92,3510,2178.573219373219
69937.8,3945,1772.8212927756654
189150.23,10331,1830.8995256993517
142054.59,8702,1632.4361066421513
67662.76,3971,1703.9224376731302
122394.69,7119,1719.26801517067
234278.33,13175,1778.2036432637572
89586.87,4244,2110.9064561734212
120842.0,7792,1550.847022587269
227057.17,12525,1812.8316966067864
133772.3,9939,1345.9331924740918
128339.2,9480,1353.7890295358648
92674.79999999999,6528,1419.6507352941176
128681.20000000001,9977,1289.778490528215
162596.08,9978,1629.5458007616755
82770.1,4536,1824.7376543209878
119024.64,6344,1876.1765447667087
146986.0,8278,1775.6221309495047
83298.3,4559,1827.1177889888133
56349.0,2640,2134.431818181818
83548.5,6335,1318.8397790055249
207320.9,11709,1770.611495430865
100628.6,6644,1514.578567128236
106651.6,6550,1628.2687022900764
139359.45,9176,1518.7385571054926
120695.40000000001,8675,1391.3014409221903
179082.99,10406,1720.9589659811645
53133.3,2837,1872.8692280578077
140839.13,8053,1748.9026449770272
121792.09999999999,8724,1396.0580009170105
155123.0,10795,1436.9893469198703
91634.5,5206,1760.1709565885517
207688.69999999998,11800,1760.073728813559
171604.59999999998,10453,1641.6779871807132
120110.31,5570,2156.378994614003
118619.59999999999,7497,1582.2275576897425
112459.26,5836,1926.992117888965
138351.16,6269,2206.9095549529434
133986.1,7352,1822.4442328618063
90266.25,6878,1312.3909566734517
98981.85,4950,1999.6333333333337
209781.58,11519,1821.1787481552217
229814.31,13111,1752.8358630157882
138710.1,8517,1628.6262768580486
130165.79,7038,1849.4712986643933
196537.7,11564,1699.5650294015913
46485.4,2703,1719.7706252312248
129796.5,6524,1989.5232985898222
192264.7,13202,1456.3301014997728
147400.45,10389,1418.8126864953317
54947.600000000006,3101,1771.9316349564658
136255.30000000002,8887,1533.1979295600315
88379.4,5796,1524.8343685300206
187761.5,10304,1822.2195263975157
184765.73,11877,1555.6599309589965
110020.5,7303,1506.5110228673148
243447.3,11054,2202.3457571919666
122414.79999999999,7370,1660.9877883310717
184593.86,9808,1882.0744290375203
85292.0,3118,2735.471456061578
182639.0,12167,1501.1013396893236
116528.9,6191,1882.2306574059116
96880.40000000001,7544,1284.204665959703
186976.39,8062,2319.2308360208385
152958.57,6719,2276.5079624944187
117325.35,6296,1863.4903113087673
113446.29999999999,6815,1664.6559060895083
135860.29,7915,1716.491345546431
136122.58,10045,1355.127725236436
200391.19999999998,10760,1862.3717472118958
110492.44,5797,1906.0279454890463
184368.2,10431,1767.5026363723518
186759.3,11956,1562.0550351288055
86510.23,4958,1744.8614360629285
250979.90000000002,12353,2031.7323727029873
218143.15,10161,2146.8669422300954
110838.53,6239,1776.5431960250041
127530.39,7160,1781.1506983240224
212534.3,8329,2551.738504022091
78792.4,6577,1197.9990877299679
98249.41,5764,1704.5352185981958
83635.71,4956,1687.564769975787
110134.5,7226,1524.1419872681981
41887.700000000004,2870,1459.5017421602788
114295.8,8691,1315.1052813255092
111097.75,5161,2152.639992249564
179704.1,9419,1907.8893725448563
164829.3,8936,1844.5534914950758
109971.5,8173,1345.5463110241037
87360.46,3884,2249.2394438722968
91776.29999999999,4991,1838.8359046283308
101559.07,5299,1916.5704849971694
127992.90000000001,10977,1166.0098387537578
120223.62,6822,1762.292875989446
116935.3,9849,1187.2809422276373
170980.5,10973,1558.1928369634556
121713.85,7361,1653.4961282434451
91165.59999999999,5174,1761.9945883262465
105193.4,5929,1774.2182492831842
61379.5,3751,1636.3503065849106
92630.09,5406,1713.468183499815
130984.4,8704,1504.875919117647
112249.83,6024,1863.3769920318728
221903.02,10563,2100.7575499384643
95012.90000000001,7248,1310.8843818984549
81653.7,5655,1443.920424403183
142001.9,5709,2487.3340339814326
140944.59,10434,1350.8202990224265
184137.13,7962,2312.6994473750315
133638.1,6450,2071.908527131783
99510.40000000001,5643,1763.4307992202732
126292.86,6989,1807.0233223637142
118566.5,6085,1948.5045193097783
88354.0,6591,1340.5249582764375
134948.5,8853,1524.3250875409465
112065.82,6202,1806.9303450499842
197398.0,12559,1571.765267935345
98900.98,5681,1740.9079387431789
104689.6,4729,2213.778811588074
148935.31,9601,1551.2478908447038
102853.44,7510,1369.5531291611185
219598.61,13097,1676.7092463923036
112819.7,5653,1995.749159738192
177679.4,14030,1266.4248039914469
73135.8,4946,1478.685806712495
108710.64,6636,1638.1952983725134
194237.3,10987,1767.882952580322
138031.89,7640,1806.7001308900526
