Value Bets,Value Prize,Value Players,diff_bets_prize,ratio_prize_bets,ratio_prize_players,ratio_bets_players
109165.52,203550.06,6620,-94384.54,186.46002877098923,3074.774320241692,1649.025981873112
116041.88,31404.56,6726,84637.32,27.063125830088243,466.91287540886117,1725.2732679155517
157036.47,17117.98,10819,139918.49,10.900639832263167,158.2214622423514,1451.4878454570662
120716.98,100807.63,6196,19909.34999999999,83.50741544395827,1626.979180116204,1948.3050355067785
180165.7,513311.1,10252,-333145.39999999997,284.91055733694037,5006.936207569254,1757.3712446351933
134168.4,42002.799999999996,10108,92165.6,31.306030332030492,415.5401662049861,1327.3486347447565
162227.4,154567.09999999998,11894,7660.3000000000175,95.27804797463313,1299.5384227341515,1363.9431646208172
116072.34,33558.98,6132,82513.35999999999,28.912124973098674,547.2762557077626,1892.89530332681
171107.5,491699.7,9481,-320592.2,287.36303201203924,5186.158633055586,1804.7410610695074
112469.29,132406.37,5787,-19937.08,117.72668788075393,2287.9967167789873,1943.4817694833246
184055.3,6640.900000000001,10236,177414.4,3.6081003915671004,64.87788198515045,1798.1174286830792
178040.54,168360.55,9652,9679.99000000002,94.56304165332232,1744.3073974305844,1844.5973891421468
160245.8,445759.19999999995,9610,-285513.39999999997,278.1721580222383,4638.493236212278,1667.4901144640999
131771.4,35755.9,6903,96015.5,27.134795562618297,517.9762422135303,1908.9004780530204
136664.85,29443.72,6571,107221.13,21.544471749685453,448.0858316846751,2079.8181403134986
100952.06,222038.84,5964,-121086.78,219.94483322083772,3722.985244802146,1692.6904761904761
102206.41,2423.97,5667,99782.44,2.371641856905061,42.7734250926416,1803.536439032998
87424.29,19988.3,4550,67435.98999999999,22.863554282225227,439.3032967032967,1921.412967032967
178304.8,221249.3,10265,-42944.5,124.08488161844214,2155.3755479785677,1737.0170482221138
127392.4,230445.2,8173,-103052.80000000002,180.8939936762319,2819.5913373302337,1558.6981524531996
167603.80000000002,39200.5,8994,128403.30000000002,23.388789514318887,435.85167889704246,1863.5067822993108
97745.55,162462.41,3821,-64716.86,166.2095205357175,4251.829625752421,2558.114367966501
103647.49,104069.08,4576,-421.5899999999965,100.4067536994866,2274.236888111888,2265.02381993007
98294.59999999999,313247.0,6499,-214952.40000000002,318.68179940708853,4819.9261424834585,1512.4573011232496
97384.54,294089.67,5652,-196705.13,301.9880465626269,5203.285031847134,1723.010261854211
228030.04,8954.55,12863,219075.49000000002,3.926916822011696,69.61478659721682,1772.7593873901887
110769.65,71818.13,4843,38951.51999999999,64.83556642094655,1482.9264918438985,2287.2114391905843
176408.52,776155.17,10455,-599746.65,439.9760113627165,7423.7701578192255,1687.312482065997
186021.98,498941.54,9763,-312919.55999999994,268.21644409977785,5110.535081429888,1905.377240602274
190348.53,581533.02,11200,-391184.49,305.5095933758984,5192.259107142857,1699.5404464285712
254130.82,1011797.25,13270,-757666.4299999999,398.1403160781522,7624.696684250189,1915.0777694046724
82660.3,225671.5,6089,-143011.2,273.01074397262045,3706.21612744293,1357.5348989981935
67609.29,162948.19,4601,-95338.90000000001,241.01449667641833,3541.5820473810045,1469.4477287546185
44947.399999999994,68969.7,2998,-24022.300000000003,153.44536057703004,2300.5236824549697,1499.246164109406
79964.2,29818.699999999997,6108,50145.5,37.290062302880536,488.1908971840209,1309.1715782580222
213680.3,47564.3,12587,166116.0,22.259562533373458,377.88432509732263,1697.626916660046
237875.0,74709.59,11793,163165.41,31.407079348397264,633.5079284321207,2017.0864071907065
105120.26,49908.2,5149,55212.06,47.477241780033644,969.2794717420858,2041.566517770441
198595.6,330307.9,15151,-131712.30000000002,166.321862115777,2180.1062636129627,1310.7755263678966
133232.19999999998,148591.7,7120,-15359.50000000003,111.52836926808986,2086.9620786516853,1871.2387640449435
144435.1,14618.0,10081,129817.1,10.120808584616897,145.00545580795557,1432.7457593492709
147004.4,268603.7,8413,-121599.30000000002,182.71813632789224,3192.721977891359,1747.3481516700342
105878.08,386449.46,5081,-280571.38,364.9947751224805,7605.7756347175755,2083.803975595355
140522.09999999998,40952.1,6863,99569.99999999997,29.142818104767866,596.7084365437855,2047.5316916800227
185072.75,444695.46,12033,-259622.71000000002,240.2814352734263,3695.6325105958613,1538.0432975982715
94498.70000000001,330385.4,5531,-235886.7,349.6189894675799,5973.339359971073,1708.528295064184
73666.09,215057.4,4769,-141391.31,291.935407458167,4509.486265464458,1544.686307401971
96388.34,8533.17,6550,87855.17,8.85290689724504,130.27740458015268,1471.577709923664
241106.08,12886.27,13081,228219.81,5.344647468035647,98.51135234309304,1843.177738704992
99173.07,203940.97,6772,-104767.9,205.64148109965737,3011.5323390431186,1464.4576196101596
113597.0,24764.5,5820,88832.5,21.80031162794792,425.5068728522337,1951.8384879725086
150400.9,344650.10000000003,12662,-194249.20000000004,229.15428032678,2721.9246564523773,1187.8131416837782
79401.3,17111.1,6000,62290.200000000004,21.550150942113035,285.185,1323.355
153352.4,65262.1,11638,88090.29999999999,42.55694726655729,560.7673139714728,1317.6868877814056
70073.8,26341.199999999997,3975,43732.600000000006,37.590654424335476,662.6716981132074,1762.8628930817613
148505.9,39296.5,8197,109209.4,26.461238240366207,479.4010003659875,1811.710381847017
196632.17,832974.49,11193,-636342.32,423.6206567826617,7441.923434289288,1756.7423389618511
136052.45,58592.33,7466,77460.12000000001,43.065986683812014,784.7887757835522,1822.293731583177
88868.4,12961.7,5956,75906.7,14.585274405750528,217.6242444593687,1492.081934184016
120903.42,262422.58,8398,-141519.16000000003,217.05141177974951,3124.8223386520604,1439.6692069540366
139486.49,183118.96,7428,-43632.47,131.28078568756015,2465.252557889068,1877.8471997845986
69899.51,21002.65,3846,48896.85999999999,30.046920214462165,546.0907436297452,1817.4599583983359
111706.35,372567.63,6602,-260861.28,333.52412821652484,5643.254013935171,1692.007724931839
107056.85,123408.72,5391,-16351.869999999995,115.2740062873137,2289.161936560935,1985.8439992580227
164705.21,62912.99,9386,101792.22,38.1973284269514,670.2854251012145,1754.796611975282
232065.98,470012.62,11863,-237946.63999999998,202.53404656727366,3962.004720559723,1956.2166399730256
150085.34,115743.09,7377,34342.25,77.11818489400764,1568.9723464823098,2034.5037278026298
105601.31,314665.19,5291,-209063.88,297.9747031547241,5947.178038178038,1995.866754866755
124550.01,8762.86,7033,115787.15,7.035615653503361,124.59633157969571,1770.9371534195932
147415.61,338455.97,8946,-191040.36,229.5930329223615,3783.3218198077348,1647.838251732618
110810.5,58779.799999999996,7410,52030.700000000004,53.04533415154701,793.2496626180837,1495.4183535762484
123507.2,313430.4,7276,-189923.2,253.77500259094208,4307.729521715229,1697.4601429356787
131926.3,232995.7,5226,-101069.40000000002,176.61050146938103,4458.394565633372,2524.4221201683886
131182.8,39297.97,6319,91884.82999999999,29.9566482801099,621.9017249564804,2076.005697103972
162066.84,37690.11,9777,124376.73,23.25590478595128,385.4976986805769,1657.6336299478367
87886.0,263485.0,7240,-175599.0,299.803154085975,3639.2955801104977,1213.8950276243095
140964.08,395308.8,10311,-254344.72,280.4322916873575,3833.8551061972653,1367.1232664145086
167110.7,12922.9,13508,154187.80000000002,7.733137375404446,95.66849274503998,1237.1239265620375
102023.6,88764.1,6666,13259.5,87.00349723005264,1331.5946594659467,1530.5070507050707
104493.41,336106.94,5238,-231613.53,321.65371959820243,6416.7037037037035,1994.9104620084004
111130.8,315004.9,6965,-203874.10000000003,283.45418191896397,4522.683417085427,1595.5606604450827
139013.79,5564.8,10134,133448.99000000002,4.0030560996862254,54.91217683047168,1371.756364712848
83328.79999999999,10317.8,4936,73010.99999999999,12.382033582626896,209.03160453808752,1688.184764991896
63655.100000000006,101492.0,2870,-37836.899999999994,159.44048473727946,3536.3066202090595,2217.947735191638
216117.3,510209.4,14274,-294092.10000000003,236.0798510808714,3574.3968053804124,1514.0626313577134
167069.5,28970.5,12486,138099.0,17.34038828152356,232.02386673073843,1338.0546211757166
232478.86,143562.81,10681,88916.04999999999,61.75306004167433,1344.0952158037637,2176.5645538807225
88325.86,148807.83,5353,-60481.96999999999,168.47594804058514,2779.895946198393,1650.025406314216
115258.21,56670.51,7582,58587.700000000004,49.16830653538693,747.4348456871538,1520.1557636507519
106293.0,67775.5,7107,38517.5,63.7629006613794,953.6442943576756,1495.6099620092866
182052.54,46623.54,11152,135429.0,25.60993656007216,418.073350071736,1632.465387374462
90011.90000000001,74356.6,4703,15655.300000000003,82.6075218943273,1581.0461407612165,1913.9251541569213
60482.600000000006,13062.4,3149,47420.200000000004,21.596955157351037,414.811051127342,1920.6922832645287
174479.7,477909.3,13908,-303429.6,273.905388420544,3436.2187230371005,1254.5276100086282
135994.58,36753.08,6403,99241.49999999999,27.025400571110996,573.9978135249103,2123.9197251288456
141471.96,42533.3,7294,98938.65999999999,30.064826980555022,583.127227858514,1939.5662188099805
109350.91,261478.25,6061,-152127.34,239.11849476149763,4314.110707803993,1804.172743771655
211074.8,14397.3,11753,196677.5,6.820946887075103,122.49893644175955,1795.9227431294134
124805.75,67998.16,6062,56807.59,54.48319488485106,1121.711646321346,2058.8213460903994
166525.2,39915.6,12527,126609.6,23.96970548601653,318.6365450626646,1329.330246667199
123952.37,22906.76,5986,101045.61,18.480292067025424,382.6722352155028,2070.704477113264
63848.28,193428.38,4093,-129580.1,302.9500246521911,4725.833862692401,1559.9384314683607
86125.69,12992.95,5140,73132.74,15.086032982725598,252.78112840466926,1675.5970817120624
144898.73,177167.91,9225,-32269.179999999993,122.27016068394802,1920.519349593496,1570.717940379404
131647.3,392059.7,11714,-260412.40000000002,297.8106653155819,3346.9327300665873,1123.8458255079393
114060.47,13175.46,5748,100885.01000000001,11.551293800560352,229.2181628392484,1984.3505567153795
162634.53,21862.8,10455,140771.73,13.44290170113321,209.11334289813485,1555.5670014347202
137474.69999999998,12182.0,8947,125292.69999999998,8.861266836734325,136.15737118587236,1536.5452106851458
52029.3,13960.2,3714,38069.100000000006,26.831419988352717,375.8804523424879,1400.896607431341
101362.70000000001,6462.9,6966,94899.80000000002,6.376014056452719,92.77777777777777,1455.1062302612693
107076.08,433774.93,5322,-326698.85,405.10908692212115,8150.599962420142,2011.9518977827884
85265.1,10087.6,5481,75177.5,11.830866321625143,184.04670680532752,1555.648604269294
108959.1,12100.3,8971,96858.8,11.105359717545388,134.88239884070893,1214.5702820198417
110561.6,134796.9,7325,-24235.29999999999,121.92017843446547,1840.2307167235494,1509.3733788395905
208680.6,262416.6,11227,-53735.99999999997,125.75035724451624,2337.370624387637,1858.7387547875658
111659.45,285286.55,6308,-173627.09999999998,255.49700450790326,4522.614933417882,1770.1244451490172
211153.69999999998,54216.6,14912,156937.09999999998,25.676367499125046,363.57698497854074,1415.9985246781116
198487.09999999998,582653.5,14465,-384166.4,293.5472884635828,4028.022813688213,1372.1887314206704
105052.8,330162.8,8420,-225110.0,314.2827225928295,3921.173396674584,1247.6579572446558
55965.7,31219.1,2749,24746.6,55.78255967494377,1135.6529647144416,2035.8566751546014
129703.65,25197.98,6401,104505.67,19.427348420803884,393.6569286049055,2026.3029214185285
248497.5,64877.399999999994,17456,183620.1,26.10786828841336,371.66246562786426,1423.5649633363887
49437.799999999996,89500.5,2842,-40062.700000000004,181.036575252135,3149.2083040112598,1739.54257565095
117745.1,269333.4,9021,-151588.30000000002,228.74276721494144,2985.626870635185,1305.233344418579
141788.43,49023.66,10591,92764.76999999999,34.57521886658876,462.88037012557834,1338.7633840052874
149945.1,355011.58,9307,-205066.48,236.76104120774872,3814.4577199957025,1611.1002471258194
134215.1,139234.2,7689,-5019.100000000006,103.73959412912556,1810.8232539992198,1745.5468851606192
156782.90000000002,86056.0,12034,70726.90000000002,54.888639003360694,715.1071962772146,1302.8328070467012
170232.7,68369.1,9274,101863.6,40.1621427610559,737.2126374811301,1835.5908992883333
163554.0,248415.40000000002,11458,-84861.40000000002,151.88586032747594,2168.0520160586493,1427.4218886367603
167312.68,11293.16,10300,156019.52,6.749733493002444,109.64233009708737,1624.3949514563105
145542.77,381082.31,8930,-235539.54,261.83527357628276,4267.43908174692,1629.818253079507
172436.43,18957.68,9010,153478.75,10.994010952326025,210.40710321864594,1913.8338512763596
98505.7,7669.8,6115,90835.9,7.786148415776956,125.42600163532298,1610.886345053148
65772.29999999999,149576.9,4147,-83804.6,227.4162527386149,3606.870026525199,1586.0212201591507
112685.40000000001,33325.5,7109,79359.90000000001,29.57392883195161,468.77901251934173,1585.1090167393445
56124.899999999994,159957.4,2934,-103832.5,285.0025567974286,5451.854124062713,1912.9141104294476
163825.0,21690.4,12428,142134.6,13.239981687776591,174.528484068233,1318.1927904731251
94665.1,28962.5,6312,65702.6,30.594696461525945,458.84822560202787,1499.7639416983525
190887.58,255932.34,12183,-65044.76000000001,134.07490419229998,2100.7333169170156,1566.8355905770336
138595.62,299049.8,7694,-160454.18,215.77146521657755,3886.7923056927475,1801.3467637119834
204065.58,41675.89,10539,162389.69,20.422792516013725,395.44444444444446,1936.2897808141188
214053.05,319064.71,12512,-105011.66000000003,149.05870764280164,2550.0696131713557,1710.7820492327364
236926.8,810561.6000000001,14455,-573634.8,342.11477975475975,5607.48253199585,1639.0646835005189
125939.0,56340.100000000006,7346,69598.9,44.73602299525962,766.9493601960252,1714.3887830111628
108348.79999999999,358411.60000000003,6866,-250062.80000000005,330.7942496825069,5220.093212933295,1578.0483542091463
109110.71,201172.66,6380,-92061.95,184.37480610290226,3153.1764890282134,1710.1992163009406
146950.9,154559.5,7518,-7608.600000000006,105.17764777214703,2055.8592710827347,1954.6541633413142
68014.5,89008.9,4476,-20994.399999999994,130.86753559902667,1988.5813226094726,1519.5375335120643
126687.18,34067.39,8986,92619.79,26.890952975668096,379.116292009793,1409.828399732918
116537.16,30135.19,8677,86401.97,25.858867677914922,347.2996427336637,1343.058199838654
150182.19999999998,256420.3,12029,-106238.1,170.73947511755722,2131.6842630310084,1248.5011222878043
119057.83,276418.13,6155,-157360.3,232.17131540193537,4490.952558895207,1934.3270511779042
133532.19,13822.69,6507,119709.5,10.351578896444371,212.4280006147226,2052.1313969571233
76078.85,181680.29,4223,-105601.44,238.80525270821,4302.1617333649065,1801.5356381719157
142923.8,327288.4,8855,-184364.60000000003,228.99503091857346,3696.0858272162623,1614.0463015245623
141446.3,167160.9,7860,-25714.600000000006,118.17976150666367,2126.7290076335876,1799.5712468193383
130846.4,223906.5,9053,-93060.1,171.12163575000918,2473.2850988622554,1445.3374571965094
170172.95,580143.11,10907,-409970.16,340.9138232603948,5318.997982946731,1560.2177500687633
55400.7,12461.6,3129,42939.1,22.493578600992407,398.26142537551937,1770.5560882070947
117423.49,31129.13,5974,86294.36,26.51013864432065,521.0768329427519,1965.575661198527
186448.80000000002,249345.3,11620,-62896.49999999997,133.7339258820652,2145.828743545611,1604.5507745266782
105267.90000000001,19947.9,8121,85320.0,18.94965131820811,245.63354266715925,1296.2430735131143
179757.0,1167.9,12414,178589.1,0.6497104424306147,9.407926534557758,1448.0183663605605
111388.5,259628.2,6830,-148239.7,233.08348707451847,3801.2913616398246,1630.8711566617862
86721.90000000001,82436.1,5055,4285.800000000003,95.05799573118209,1630.7833827893178,1715.5667655786353
122466.04,88240.67,8960,34225.369999999995,72.05317490465112,984.8289062499999,1366.808482142857
181975.31,388006.88,11611,-206031.57,213.21951862590592,3341.7180260098185,1567.2664714494874
112729.84,19994.13,5271,92735.70999999999,17.736324295324117,379.32327831531023,2138.6803263137926
172283.58,314459.78,10974,-142176.20000000004,182.52452148951167,2865.4982686349554,1569.9250956806998
133387.67,360253.76,9548,-226866.09,270.08025554385944,3773.0808546292415,1397.0220988688732
88500.33,242578.43,5090,-154078.09999999998,274.0988988402642,4765.784479371316,1738.7098231827115
192460.96,433465.04,9574,-241004.08,225.22232041240989,4527.52287445164,2010.2460831418423
107623.34,32788.28,5085,74835.06,30.465770714791045,644.8039331366765,2116.486529006883
141194.42,34144.69,10162,107049.73000000001,24.18274744851815,336.00364101554817,1389.4353473725646
119279.34,277259.42,5795,-157980.08,232.44546792428596,4784.45936151855,2058.3147540983605
79560.57,123782.46,3717,-44221.89,155.58267116487477,3330.1711057304283,2140.451170298628
134028.5,21215.6,12448,112812.9,15.829170661463793,170.43380462724934,1076.7071015424165
141984.4,123021.7,9020,18962.699999999997,86.64451869360296,1363.8769401330376,1574.1064301552105
136129.58,17140.39,6512,118989.18999999999,12.591231090259736,263.21237714987717,2090.441953316953
81061.11,252106.61,6205,-171045.5,311.0080900693316,4062.9590652699435,1306.38372280419
184049.3,248934.4,10551,-64885.100000000006,135.2541954791461,2359.3441379963983,1744.3777840962941
199761.94,480982.8,11409,-281220.86,240.7779980510802,4215.819090191954,1750.9154176527304
117814.85,77867.19,8122,39947.66,66.09284822753668,958.7194040876632,1450.5645161290322
102050.59,196670.12,4576,-94619.53,192.71825865974904,4297.861013986014,2230.1265297202794
117459.1,41752.9,6872,75706.20000000001,35.54675627516302,607.5800349243307,1709.2418509895228
206821.19999999998,540060.5,15390,-333239.30000000005,261.1243431524428,3509.1650422352172,1343.867446393762
170876.5,36368.7,11199,134507.8,21.283617115285015,324.74953120814354,1525.8192695776409
232804.59999999998,502649.19999999995,16662,-269844.6,215.9103385414206,3016.7398871684068,1397.2188212699555
112322.70000000001,326143.0,7217,-213820.3,290.362500189187,4519.093806290703,1556.3627546071777
187724.59999999998,53650.299999999996,14098,134074.3,28.579259191389944,380.55256064690025,1331.5690168818269
77430.5,107245.49,5736,-29814.990000000005,138.50548556447396,1869.6912482566247,1349.9041143654115
173794.7,131956.7,14285,41838.0,75.92676876797739,923.7430871543578,1216.6237311865593
121501.08,314658.34,7186,-193157.26,258.97575560645225,4378.768995268578,1690.802671861954
98437.2,168262.7,4563,-69825.50000000001,170.9340574498259,3687.545474468552,2157.2912557527943
137591.7,376367.60000000003,11371,-238775.90000000002,273.5394649531912,3309.8900712338404,1210.0228651833613
113252.8,189583.6,6928,-76330.8,167.3985985335462,2736.4838337182446,1634.7113163972288
159245.40000000002,338997.0,11220,-179751.59999999998,212.8771066542581,3021.3636363636365,1419.299465240642
122806.86,218238.44,8773,-95431.58,177.7086719748392,2487.6147270033057,1399.8274250541433
90670.40000000001,186637.90000000002,6020,-95967.50000000001,205.84214914679984,3100.2973421926913,1506.1528239202657
111806.20000000001,31280.9,9251,80525.30000000002,27.977786562820306,338.1353367203546,1208.5850178359096
114546.17,46482.71,7080,68063.45999999999,40.57989018751129,656.5354519774012,1617.8837570621467
213231.16,90000.72,11892,123230.44,42.20805251915339,756.8173562058527,1793.0639085099226
146617.19999999998,463828.7,9848,-317211.5,316.35353832974585,4709.877132412673,1488.8017871649063
103255.15,186357.06,5735,-83101.91,180.48209701888962,3249.469224062772,1800.4385353095029
128806.6,29789.8,10534,99016.8,23.127541601129135,282.7966584393393,1222.7700778431747
100724.13,47944.27,6485,52779.86000000001,47.59958710986136,739.3102544333076,1553.1862760215884
260323.98,10993.93,14294,249330.05000000002,4.223172217941658,76.91290051769974,1821.211557296768
104869.34,133195.65,5698,-28326.309999999998,127.01105013152558,2337.585995085995,1840.4587574587574
100008.09999999999,56086.899999999994,5992,43921.2,56.08235732905634,936.0297062750332,1669.027036048064
134409.84,305805.68,7236,-171395.84,227.5173305763923,4226.170259812051,1857.5157545605307
215622.09999999998,341801.0,9335,-126178.90000000002,158.5185377565658,3661.499732190681,2309.8243170862343
90909.79999999999,272073.8,6453,-181164.0,299.2788456250041,4216.237408957074,1408.799008213234
116157.0,252133.15,5585,-135976.15,217.0623810876658,4514.470008952551,2079.8030438675023
161433.44,143952.03,11085,17481.410000000003,89.17113455551711,1298.6200270635993,1456.3233198015337
100864.0,157331.4,6363,-56467.399999999994,155.9837008248731,2472.5978312116927,1585.1642307087852
185187.67,318186.53,10444,-132998.86000000002,171.8184207404305,3046.5964189965534,1773.1488893144392
164196.63,21874.1,6982,142322.53,13.321893390869228,313.292752792896,2351.713405900888
210499.85,373578.14,9047,-163078.29,177.4719269396154,4129.304078700122,2326.736487233337
186525.66,474963.53,11515,-288437.87,254.63709926023049,4124.737559704733,1619.8494138080764
190751.32,110186.76,10163,80564.56000000001,57.76461206140014,1084.1952179474565,1876.9194135589885
144281.82,358506.84,7247,-214225.02000000002,248.47679354197223,4946.96895267007,1990.917897060853
51407.700000000004,36083.0,3032,15324.700000000004,70.189874279534,1190.0725593667546,1695.504617414248
94618.0,174608.30000000002,6166,-79990.30000000002,184.5402566107929,2831.7920856308792,1534.5118391177425
176181.4,7231.799999999999,12759,168949.6,4.104746585053814,56.6799905948742,1380.8401912375577
107724.85,201000.41,5444,-93275.56,186.5868553077586,3692.145664952241,1978.781227038942
171126.69999999998,25614.699999999997,10589,145512.0,14.968266202760876,241.89914061762204,1616.0798942298609
136767.14,22154.27,7790,114612.87000000001,16.198532776220954,284.3937098844673,1755.6757381258024
129978.92,99089.91,7421,30889.009999999995,76.23536955069329,1335.263576337421,1751.5014149036517
65539.79999999999,6381.3,4012,59158.499999999985,9.736526507557242,159.05533399800598,1633.594217347956
123475.20000000001,259524.0,5142,-136048.8,210.1830974965013,5047.1411901983665,2401.306884480747
109558.11,217366.77,5856,-107808.65999999999,198.40317617746416,3711.8642418032787,1870.8693647540983
201696.23,545544.95,12478,-343848.72,270.4785062169977,4372.054415771758,1616.4147299246674
78766.2,19631.5,5625,59134.7,24.923761715050365,349.00444444444446,1400.288
105827.78,262711.6,6115,-156883.81999999998,248.2444590635842,4296.183156173344,1730.6260016353228
117958.6,380025.6,6575,-262066.99999999997,322.1686252634398,5779.857034220531,1794.0471482889734
111473.75,193619.94,6756,-82146.19,173.69106179705983,2865.8960923623445,1649.9962995855537
128301.37,13986.91,5595,114314.45999999999,10.901606116910521,249.98945487042002,2293.1433422698838
132815.1,313868.0,7035,-181052.9,236.31951487443823,4461.520966595594,1887.9189765458425
147666.8,19620.5,8731,128046.29999999999,13.287008318728383,224.72225403733825,1691.293093574619
126906.7,6002.200000000001,9909,120904.5,4.72961632443362,60.57321626803917,1280.7215662529013
85526.18,21998.65,4672,63527.52999999999,25.721539299428553,470.86151541095893,1830.6117294520548
213094.71,350110.84,9866,-137016.13000000003,164.29823152343857,3548.6604500304074,2159.8896209203326
108106.82,13511.41,5405,94595.41,12.498203166090722,249.97983348751157,2000.1261794634597
